density,pop,county,state
160.89779213,91010,Rockingham,North Carolina
101.53575237,45591,Stokes,North Carolina
33.418969015,11580,Washington,North Carolina
45.217221115,10867,Camden,North Carolina
52.241235419,11231,Clay,North Carolina
514.14058616,335509,Cumberland,North Carolina
631.14399141,224529,Gaston,North Carolina
831.63473721,537174,Guilford,North Carolina
89.467275583,43938,Jackson,North Carolina
144.59422488,100880,Moore,North Carolina
175.52892186,39824,Pasquotank,North Carolina
137.89527245,130625,Robeson,North Carolina
158.94886275,62806,Stanly,North Carolina
27.042314753,14271,Swain,North Carolina
1331.7237897,1111761,Wake,North Carolina
57.803747003,18069,Yancey,North Carolina
45.997713289,24446,Anson,North Carolina
109.23828497,74470,Chatham,North Carolina
104.00162297,45756,McDowell,North Carolina
141.69366231,69685,Franklin,North Carolina
264.5772215,209339,Johnston,North Carolina
19.982272598,9419,Jones,North Carolina
69.548935776,35858,Macon,North Carolina
100.65405418,39490,Person,North Carolina
168.18324189,142820,Brunswick,North Carolina
90.880676848,34385,Transylvania,North Carolina
63.996291002,27203,Ashe,North Carolina
56.476894512,46994,Beaufort,North Carolina
59.169334048,55508,Columbus,North Carolina
140.19255974,55949,Lenoir,North Carolina
291.06950124,86111,Lincoln,North Carolina
55.281668343,27173,Montgomery,North Carolina
259.73695195,197938,Onslow,North Carolina
373.46914676,148476,Orange,North Carolina
94.637987543,44829,Richmond,North Carolina
118.54362688,67029,Rutherford,North Carolina
67.178650753,63531,Sampson,North Carolina
134.49000846,71783,Surry,North Carolina
112.4582325,37667,Yadkin,North Carolina
70.983871115,17557,Avery,North Carolina
397.85567395,261191,Buncombe,North Carolina
178.74051206,90485,Burke,North Carolina
599.16695849,216453,Cabarrus,North Carolina
53.140025642,22604,Caswell,North Carolina
162.48352625,42846,Davie,North Carolina
302.99227737,167609,Davidson,North Carolina
72.096173339,58741,Duplin,North Carolina
1122.1784672,321488,Durham,North Carolina
67.042594974,23677,Hertford,North Carolina
242.21173834,61779,Lee,North Carolina
1219.6196066,234473,New Hanover,North Carolina
72.374972057,63060,Pender,North Carolina
222.29064897,123131,Wayne,North Carolina
109.114949,34823,Scotland,North Carolina
179.80064953,56177,Watauga,North Carolina
69.099584032,50010,Halifax,North Carolina
400.30913458,169509,Alamance,North Carolina
10.276999845,4016,Tyrrell,North Carolina
23.588801262,31489,Stark,North Dakota
3.0176315294,3834,Wells,North Dakota
1.9165435738,2115,Burke,North Dakota
5.7772635601,10545,Mountrail,North Dakota
9.3239016358,8036,Traill,North Dakota
18.092542376,37589,Williams,North Dakota
0.8080185878,928,Billings,North Dakota
4.3058137771,4872,Dickey,North Dakota
1.8355932571,2480,Kidder,North Dakota
2.526436758,3762,Cavalier,North Dakota
33.603256116,67641,Ward,North Dakota
1.3705126727,2274,Grant,North Dakota
3.0657294702,5745,McHenry,North Dakota
6.0794980653,6801,Pembina,North Dakota
2.6539618012,1890,Steele,North Dakota
4.9202224485,6832,Benson,North Dakota
2.2071308895,2499,Hettinger,North Dakota
3.5305251505,4046,LaMoure,North Dakota
16.285476694,31364,Morton,North Dakota
103.07635096,181923,Cass,North Dakota
2.2026478757,4424,Dunn,North Dakota
2.1463537588,3241,Emmons,North Dakota
2.5621736828,2497,McIntosh,North Dakota
2.9323241254,2879,Nelson,North Dakota
11.267876644,16177,Richland,North Dakota
15.700671564,14176,Rolette,North Dakota
8.3028581594,10641,Walsh,North Dakota
2.2439446909,2216,Adams,North Dakota
3.7653365145,6282,Bottineau,North Dakota
6.9826302577,10415,Barnes,North Dakota
3.6287835623,2287,Eddy,North Dakota
48.35661488,69451,Grand Forks,North Dakota
5.4432148968,15024,McKenzie,North Dakota
7.8511219771,8187,Mercer,North Dakota
4.4781226172,9450,McLean,North Dakota
3.9036233971,3975,Pierce,North Dakota
6.0500494685,5218,Ransom,North Dakota
2.652564885,2327,Renville,North Dakota
3.8663624335,4230,Sioux,North Dakota
2.6028380851,3024,Bowman,North Dakota
58.569438582,95626,Burleigh,North Dakota
1.7594426897,1761,Golden Valley,North Dakota
1.8637942708,1850,Logan,North Dakota
2.7117793628,1959,Oliver,North Dakota
2.1357994531,2189,Towner,North Dakota
9.3181363293,20704,Stutsman,North Dakota
9.717556674,11519,Ramsey,North Dakota
1.7955742141,2264,Divide,North Dakota
5.062455206,3210,Foster,North Dakota
3.1482178371,2231,Griggs,North Dakota
4.5405655376,3898,Sargent,North Dakota
1.352566361,1315,Sheridan,North Dakota
0.6171496478,750,Slope,North Dakota
53.259514452,22907,Meigs,Ohio
136.63334929,58988,Union,Ohio
90.642221337,38885,Champaign,Ohio
63.07778965,27772,Pike,Ohio
44.837747104,18672,Paulding,Ohio
408.43064059,168937,Greene,Ohio
2016.4246124,817473,Hamilton,Ohio
2473.1942743,1316756,Franklin,Ohio
131.15757201,59463,Lawrence,Ohio
161.19786926,65093,Marion,Ohio
34.839325289,14508,Morgan,Ohio
162.11111658,91987,Tuscarawas,Ohio
208.55959709,115710,Wayne,Ohio
53.509739625,21772,Wyandot,Ohio
88.633628207,43432,Brown,Ohio
821.24422469,383134,Butler,Ohio
295.43396577,74266,Erie,Ohio
37.382149104,15040,Harrison,Ohio
118.59439775,62322,Knox,Ohio
259.16185882,176862,Licking,Ohio
244.65823607,121154,Richland,Ohio
31.732290399,13085,Vinton,Ohio
68.204307406,26914,Carroll,Ohio
142.63018728,75783,Hancock,Ohio
456.57870505,206428,Clermont,Ohio
312.39289873,157574,Fairfield,Ohio
92.567806459,38087,Defiance,Ohio
78.037021703,43161,Highland,Ohio
64.916674805,27006,Henry,Ohio
160.06153277,65325,Jefferson,Ohio
333.32935278,162466,Portage,Ohio
70.171815753,33861,Putnam,Ohio
125.921388,67006,Belmont,Ohio
102.69035818,41968,Clinton,Ohio
70.19621917,28525,Fayette,Ohio
88.578059893,36134,Perry,Ohio
116.62750047,58457,Pickaway,Ohio
99.609680758,45672,Logan,Ohio
96.028141938,44731,Madison,Ohio
1310.6276681,541013,Summit,Ohio
129.73521066,86215,Muskingum,Ohio
143.34021742,58518,Sandusky,Ohio
119.18202353,48590,Shelby,Ohio
69.10612716,28275,Van Wert,Ohio
94.799776992,59911,Washington,Ohio
87.224875515,36692,Williams,Ohio
113.745286,45656,Auglaize,Ohio
191.53930458,101883,Columbiana,Ohio
85.458901208,51113,Darke,Ohio
159.10019022,40525,Ottawa,Ohio
103.90010953,42126,Fulton,Ohio
66.690088634,31365,Hardin,Ohio
77.116814064,32413,Jackson,Ohio
64.085817031,29898,Gallia,Ohio
118.54863142,58266,Huron,Ohio
555.73386662,228683,Mahoning,Ohio
129.71315915,65327,Athens,Ohio
47.438873099,27698,Adams,Ohio
123.41902648,75314,Scioto,Ohio
426.48703678,179746,Medina,Ohio
1261.1260995,428348,Lucas,Ohio
86.986162943,35328,Morrow,Ohio
36.240107909,14424,Noble,Ohio
96.368359631,40882,Preble,Ohio
100.13676504,55178,Seneca,Ohio
644.18021868,370606,Stark,Ohio
254.28582804,102351,Allen,Ohio
64.898306838,36600,Coshocton,Ohio
103.27400791,41494,Crawford,Ohio
472.01280004,209177,Delaware,Ohio
233.94676271,93649,Geauga,Ohio
74.436982464,38875,Guernsey,Ohio
67.083076061,28264,Hocking,Ohio
1003.8327763,230149,Lake,Ohio
89.031394041,41172,Mercer,Ohio
111.24118125,76666,Ross,Ohio
337.84492931,134083,Clark,Ohio
2701.4936537,1235072,Cuyahoga,Ohio
104.03441376,43960,Holmes,Ohio
630.77076244,309833,Lorain,Ohio
263.18253318,106987,Miami,Ohio
29.961166323,13654,Monroe,Ohio
1152.0393866,531687,Montgomery,Ohio
320.30123638,197974,Trumbull,Ohio
584.76648345,234602,Warren,Ohio
211.95638054,130817,Wood,Ohio
126.45126569,53484,Ashland,Ohio
138.50558787,97241,Ashtabula,Ohio
4.8927868654,4891,Dewey,Oklahoma
3.5509896953,3688,Harper,Oklahoma
47.344747472,43538,Kay,Oklahoma
64.544592052,48011,Logan,Oklahoma
18.577400412,14142,Craig,Oklahoma
1142.9119618,651552,Tulsa,Oklahoma
124.00494179,51527,Washington,Oklahoma
165.41304517,148306,Canadian,Oklahoma
4.9380365263,2653,Harmon,Oklahoma
21.894379055,12627,Haskell,Oklahoma
13.949740473,10073,Latimer,Oklahoma
55.151326485,38465,Okmulgee,Oklahoma
20.90398952,46963,Osage,Oklahoma
9.7894775523,19983,Texas,Oklahoma
7.9082356423,6002,Jefferson,Oklahoma
7.9510610878,11096,Pushmataha,Oklahoma
57.68122497,61056,Garfield,Oklahoma
null,7927,Las Marías,Puerto Rico
null,24553,Loíza,Puerto Rico
null,32293,Corozal,Puerto Rico
null,10321,Maunabo,Puerto Rico
null,131881,Ponce,Puerto Rico
null,72025,Toa Alta,Puerto Rico
null,74271,Toa Baja,Puerto Rico
null,8386,Vieques,Puerto Rico
null,32282,Yabucoa,Puerto Rico
null,36694,Aguada,Puerto Rico
null,124606,Caguas,Puerto Rico
null,38307,Cidra,Puerto Rico
null,38336,Coamo,Puerto Rico
null,36141,Dorado,Puerto Rico
null,17665,Luquillo,Puerto Rico
null,27725,Barranquitas,Puerto Rico
null,20220,Orocovis,Puerto Rico
null,35989,San Lorenzo,Puerto Rico
null,10904,Ceiba,Puerto Rico
null,15808,Ciales,Puerto Rico
null,40423,Isabela,Puerto Rico
null,13891,Jayuya,Puerto Rico
null,24276,Lares,Puerto Rico
null,37007,Las Piedras,Puerto Rico
null,318441,San Juan,Puerto Rico
null,36061,Vega Alta,Puerto Rico
null,50023,Vega Baja,Puerto Rico
null,5430,Maricao,Puerto Rico
34.547662166,27711,Garvin,Oklahoma
17.238194327,11085,Johnston,Oklahoma
33.438017656,43654,Pittsburg,Oklahoma
53.142457435,38284,Pontotoc,Oklahoma
3.1398806075,3583,Roger Mills,Oklahoma
16.262656195,20211,Woodward,Oklahoma
64.962516427,48657,Cherokee,Oklahoma
58.275503266,43009,Delaware,Oklahoma
3.1336357096,3859,Ellis,Oklahoma
50.733254135,55834,Grady,Oklahoma
119.40993544,81784,Payne,Oklahoma
92.146201127,72592,Pottawatomie,Oklahoma
75.29799072,71522,Creek,Oklahoma
8.3224841809,7250,Tillman,Oklahoma
10.882379619,10916,Washita,Oklahoma
8.9562140134,5666,Cotton,Oklahoma
8.5786509619,8708,Kiowa,Oklahoma
31.369947281,49853,Le Flore,Oklahoma
17.738738661,32832,McCurtain,Oklahoma
7.9884816819,7629,Major,Oklahoma
62.711975408,41100,Mayes,Oklahoma
1124.9568909,797434,Oklahoma,Oklahoma
29.332133511,29003,Custer,Oklahoma
2.9264326952,5311,Beaver,Oklahoma
19.950901733,10253,Love,Oklahoma
24.242545326,21859,Beckham,Oklahoma
16.50620984,13279,Hughes,Oklahoma
19.046911192,14672,Choctaw,Oklahoma
30.561168181,24530,Jackson,Oklahoma
112.91607784,120749,Comanche,Oklahoma
36.621214706,34877,Lincoln,Oklahoma
28.81316326,16376,Pawnee,Oklahoma
38.675265348,22194,Adair,Oklahoma
38.332441103,24258,Seminole,Oklahoma
49.578461495,43143,Stephens,Oklahoma
1.1646992495,2137,Cimarron,Oklahoma
10.155220818,9429,Blaine,Oklahoma
58.514844004,48111,Carter,Oklahoma
10.633364459,5495,Coal,Oklahoma
4.3297962235,4333,Grant,Oklahoma
8.9350255753,5712,Greer,Oklahoma
17.55419481,15765,Kingfisher,Oklahoma
70.917809271,40474,McClain,Oklahoma
31.693954432,19596,McIntosh,Oklahoma
45.562258785,16931,Marshall,Oklahoma
33.798980541,14073,Murray,Oklahoma
15.207974671,11131,Noble,Oklahoma
17.807863609,10076,Nowata,Oklahoma
66.11277109,31127,Ottawa,Oklahoma
136.84777519,92459,Rogers,Oklahoma
61.72325706,41569,Sequoyah,Oklahoma
144.72435257,81289,Wagoner,Oklahoma
6.5800034933,5702,Alfalfa,Oklahoma
6.8350182087,8793,Woods,Oklahoma
22.509817603,28762,Caddo,Oklahoma
527.13525714,284014,Cleveland,Oklahoma
83.882314103,67997,Muskogee,Oklahoma
19.392154847,11993,Okfuskee,Oklahoma
14.104314454,13758,Atoka,Oklahoma
53.077612087,47995,Bryan,Oklahoma
13.174169677,26835,Union,Oregon
294.62141393,347818,Marion,Oregon
79.383302602,220944,Jackson,Oregon
22.038774258,110980,Douglas,Oregon
1.5899583374,7199,Grant,Oregon
13.835407554,24658,Jefferson,Oregon
116.18606273,86085,Polk,Oregon
223.54826862,418187,Clackamas,Oregon
65.512630726,197692,Deschutes,Oregon
56.72720331,129749,Linn,Oregon
24.525359167,27036,Tillamook,Oregon
149.60215985,107100,Yamhill,Oregon
5.2555982087,16124,Baker,Oregon
53.389719869,87487,Josephine,Oregon
11.482571274,68238,Klamath,Oregon
24.242337186,77950,Umatilla,Oregon
50.929541696,49962,Lincoln,Oregon
137.81919361,93053,Benton,Oregon
79.551515045,52354,Columbia,Oregon
8.1922054821,24404,Crook,Oregon
2.1612053087,1780,Sherman,Oregon
11.20557837,26682,Wasco,Oregon
0.7294928415,7393,Harney,Oregon
83.859255658,382067,Lane,Oregon
3.0918178105,30571,Malheur,Oregon
2.2912384394,7208,Wallowa,Oregon
830.61446109,601592,Washington,Oregon
0.7762140631,1332,Wheeler,Oregon
5.7142735901,11603,Morrow,Oregon
48.571508088,40224,Clatsop,Oregon
40.403599241,64487,Coos,Oregon
14.078396693,22925,Curry,Oregon
1.5870889458,1912,Gilliam,Oregon
44.785494437,23382,Hood River,Oregon
0.9668739251,7869,Lake,Oregon
1885.5092324,812855,Multnomah,Oregon
102.40925076,55809,Pike,Pennsylvania
122.79216121,40372,Snyder,Pennsylvania
48.971707315,40328,Susquehanna,Pennsylvania
83.600582285,84629,Crawford,Pennsylvania
337.55736828,269728,Erie,Pennsylvania
33.207529634,14530,Fulton,Pennsylvania
63.269337766,24763,Juniata,Pennsylvania
181.548044,141359,Schuylkill,Pennsylvania
67.438935335,26794,Wyoming,Pennsylvania
198.59524445,103009,Adams,Pennsylvania
99.105781763,64735,Armstrong,Pennsylvania
43.505279213,38632,Clinton,Pennsylvania
168.34632481,64182,Carbon,Pennsylvania
146.4651832,162385,Centre,Pennsylvania
198.34400703,90843,Northumberland,Pennsylvania
825.58117284,305285,Northampton,Pennsylvania
11.223253065,4447,Cameron,Pennsylvania
75.143362613,50668,Venango,Pennsylvania
377.09710119,163929,Beaver,Pennsylvania
1039.4906596,628270,Bucks,Pennsylvania
457.0334112,209674,Lackawanna,Pennsylvania
1069.5744582,369318,Lehigh,Pennsylvania
41.48873934,40625,McKean,Pennsylvania
163.56471524,129274,Fayette,Pennsylvania
63.974267484,38438,Clarion,Pennsylvania
1720.4403096,830915,Montgomery,Pennsylvania
69.237526374,79255,Clearfield,Pennsylvania
62.911894676,36233,Greene,Pennsylvania
391.89646274,141793,Lebanon,Pennsylvania
92.205620026,113299,Lycoming,Pennsylvania
356.66195853,317417,Luzerne,Pennsylvania
139.9697778,18230,Montour,Pennsylvania
44.326762049,39191,Warren,Pennsylvania
134.50285088,64964,Columbia,Pennsylvania
237.92159069,187853,Butler,Pennsylvania
36.150608763,29910,Elk,Pennsylvania
66.558315824,43425,Jefferson,Pennsylvania
578.1440906,545724,Lancaster,Pennsylvania
162.70848002,109424,Mercer,Pennsylvania
83.909955336,46272,Perry,Pennsylvania
15.28313493,16526,Potter,Pennsylvania
13.481806501,6066,Sullivan,Pennsylvania
35.801696889,40591,Tioga,Pennsylvania
801.28864723,82082,Newport,Rhode Island
974.64998975,164292,Kent,Rhode Island
1560.3245879,638931,Providence,Rhode Island
2008.8848537,48479,Bristol,Rhode Island
381.3700942,125577,Washington,Rhode Island
159.59199841,170872,Aiken,South Carolina
21.289388396,8688,Allendale,South Carolina
61.011636582,38440,Newberry,South Carolina
54.43875086,27260,Edgefield,South Carolina
55.529790138,32244,Chester,South Carolina
55.596729559,33745,Clarendon,South Carolina
35.662753112,37677,Colleton,South Carolina
62.660178447,30657,Marion,South Carolina
160.46489451,106721,Sumter,South Carolina
427.40105136,298750,Lexington,South Carolina
126.96524257,79546,Oconee,South Carolina
38.05032877,20866,Barnwell,South Carolina
206.4992844,227907,Berkeley,South Carolina
448.18214778,411406,Charleston,South Carolina
118.83322041,66618,Darlington,South Carolina
77.012500863,62680,Georgetown,South Carolina
54.426815956,26118,Marlboro,South Carolina
412.7959259,280979,York,South Carolina
283.75304725,202558,Anderson,South Carolina
145.67691039,57300,Cherokee,South Carolina
57.134944108,45650,Chesterfield,South Carolina
155.72329979,70811,Greenwood,South Carolina
45.901637101,30073,Jasper,South Carolina
312.51662259,354081,Horry,South Carolina
91.590862268,66551,Kershaw,South Carolina
41.025462569,16828,Lee,South Carolina
77.891551197,86175,Orangeburg,South Carolina
395.89874684,319785,Spartanburg,South Carolina
49.909760456,24527,Abbeville,South Carolina
35.757981075,14066,Bamberg,South Carolina
333.45829391,192122,Beaufort,South Carolina
38.181620933,14553,Calhoun,South Carolina
75.244323087,30479,Dillon,South Carolina
45.19917996,20473,Saluda,South Carolina
548.98298233,415759,Richland,South Carolina
32.561333629,22347,Fairfield,South Carolina
34.326551968,19222,Hampton,South Carolina
666.82074767,523542,Greenville,South Carolina
178.50602283,98012,Lancaster,South Carolina
286.33614908,162809,Dorchester,South Carolina
172.75603372,138293,Florence,South Carolina
94.559181937,67493,Laurens,South Carolina
26.349854655,9463,McCormick,South Carolina
255.31145916,126884,Pickens,South Carolina
53.126302935,27316,Union,South Carolina
32.508156833,30368,Williamsburg,South Carolina
3.8830703924,2751,Aurora,South Dakota
10.348580642,7052,Grant,South Dakota
3.374351016,5441,Tripp,South Dakota
2.3024741446,3781,Lyman,South Dakota
1.4052331729,2756,Ziebach,South Dakota
6.986879309,4351,Deuel,South Dakota
4.2407384952,6376,Spink,South Dakota
12.245598379,6901,Bon Homme,South Dakota
6.4815654303,5297,Brule,South Dakota
44.276484068,35077,Brookings,South Dakota
3.8582917107,6713,Fall River,South Dakota
4.1233571912,4185,Gregory,South Dakota
12.158786094,6164,Hamlin,South Dakota
1.7941044306,3344,Jackson,South Dakota
239.37250132,193134,Minnehaha,South Dakota
5.7625602343,8972,Custer,South Dakota
1.5116843566,1301,Hyde,South Dakota
3.9014054697,3736,Clark,South Dakota
2.3418758909,2299,Faulk,South Dakota
8.9678730152,7291,Hutchinson,South Dakota
5.9346082998,4939,Kingsbury,South Dakota
7.6695990747,5435,Walworth,South Dakota
4.1620245314,1962,Buffalo,South Dakota
34.147945066,14070,Clay,South Dakota
5.2737273882,5424,Day,South Dakota
2.5589705808,5892,Dewey,South Dakota
6.7646941259,2921,Douglas,South Dakota
0.4858567019,1298,Harding,South Dakota
23.63501052,17526,Hughes,South Dakota
2.0930046666,2379,McPherson,South Dakota
9.4400913755,10394,Roberts,South Dakota
4.1177106828,2344,Sanborn,South Dakota
1.3817111662,1391,Sully,South Dakota
105.88729235,61128,Lincoln,South Dakota
2.2211399913,3191,Hand,South Dakota
22.734403826,12797,Lake,South Dakota
32.302864805,25844,Lawrence,South Dakota
43.772977624,22814,Yankton,South Dakota
40.735323883,28009,Codington,South Dakota
14.660260714,18453,Beadle,South Dakota
4.6350751486,10429,Butte,South Dakota
1.6544558133,4086,Corson,South Dakota
45.393685402,19775,Davison,South Dakota
3.4005912475,3829,Edmunds,South Dakota
1.875485167,1376,Campbell,South Dakota
3.8260312882,2013,Jerauld,South Dakota
2.8405212241,3365,Bennett,South Dakota
1.0488576792,1899,Haakon,South Dakota
2.1447881755,3098,Stanley,South Dakota
0.9312427751,903,Jones,South Dakota
8.1626446059,28332,Meade,South Dakota
2.5001806169,2153,Potter,South Dakota
13.586920554,8384,Turner,South Dakota
22.67268587,38839,Brown,South Dakota
8.4666060845,9292,Charles Mix,South Dakota
7.9454800548,3453,Hanson,South Dakota
9.7282275943,5586,McCook,South Dakota
5.88816908,4935,Marshall,South Dakota
1.576501095,2061,Mellette,South Dakota
12.661166272,6576,Moody,South Dakota
0.9980978405,2865,Perkins,South Dakota
40.973936642,113775,Pennington,South Dakota
7.3289882057,10177,Todd,South Dakota
34.577896105,15932,Union,South Dakota
3.8865583774,2216,Miner,South Dakota
6.7715855051,14177,Oglala Lakota,South Dakota
131.75945428,56520,Coffee,Tennessee
58.363280283,41133,Fayette,Tennessee
29.776382237,6620,Hancock,Tennessee
116.59066506,56786,Hawkins,Tennessee
59.603257748,17788,Johnson,Tennessee
60.255063763,34366,Lincoln,Tennessee
80.099329604,24602,Macon,Tennessee
50.207956065,6488,Moore,Tennessee
150.76809409,71813,Robertson,Tennessee
76.119714867,42208,Franklin,Tennessee
238.15910556,133088,Blount,Tennessee
134.42534173,40667,Cheatham,Tennessee
165.24432053,56391,Carter,Tennessee
83.111614359,23320,Grainger,Tennessee
48.228005745,29464,Giles,Tennessee
54.31098689,25633,Lauderdale,Tennessee
71.527887217,44142,Lawrence,Tennessee
175.85889251,97984,Madison,Tennessee
58.016552538,28907,Marion,Tennessee
51.307400519,22241,Overton,Tennessee
30.973353462,5048,Pickett,Tennessee
361.28118154,191283,Sumner,Tennessee
22.711881161,16673,Wayne,Tennessee
98.686671503,11284,Trousdale,Tennessee
409.03186847,238412,Williamson,Tennessee
104.95964575,49713,Bedford,Tennessee
32.193754529,7615,Clay,Tennessee
111.01328032,69069,Greene,Tennessee
88.825806199,60520,Cumberland,Tennessee
1227.364354,937166,Shelby,Tennessee
21.47648435,5872,Van Buren,Tennessee
73.536559547,31959,Claiborne,Tennessee
54.070230938,28117,Henderson,Tennessee
41.108051519,25178,Hickman,Tennessee
35.010003502,18582,Humphreys,Tennessee
198.11124463,54495,Jefferson,Tennessee
200.05917162,80245,Putnam,Tennessee
56.520385722,15026,Sequatchie,Tennessee
165.82597205,98250,Sevier,Tennessee
29.829738111,13715,Stewart,Tennessee
46.459712983,27767,Carroll,Tennessee
60.534846847,17297,Chester,Tennessee
34.931930106,11663,Decatur,Tennessee
1378.7692334,694144,Davidson,Tennessee
38.188431633,11786,Jackson,Tennessee
45.650486401,25694,McNairy,Tennessee
19.471410669,8076,Perry,Tennessee
147.97193587,53382,Roane,Tennessee
328.83989693,108110,Bradley,Tennessee
63.658447919,12422,Meigs,Tennessee
402.84412486,64934,Hamblen,Tennessee
32.458755597,17304,Haywood,Tennessee
89.328927243,19972,Union,Tennessee
44.432267403,25652,Hardin,Tennessee
387.62353335,208993,Montgomery,Tennessee
110.12082279,53948,Dickson,Tennessee
40.987789835,21403,Morgan,Tennessee
37.251271703,13427,Grundy,Tennessee
73.209525718,46545,Monroe,Tennessee
57.563381912,32345,Henry,Tennessee
82.552409907,36004,Cocke,Tennessee
53.59129453,14230,Crockett,Tennessee
67.309450223,20490,DeKalb,Tennessee
42.319864,7016,Lake,Tennessee
925.21884364,470313,Knox,Tennessee
43.48936748,12268,Lewis,Tennessee
125.06836258,53794,McMinn,Tennessee
91.553849178,34375,Marshall,Tennessee
55.187923342,30069,Obion,Tennessee
105.16422054,33167,Rhea,Tennessee
41.457777877,22068,Scott,Tennessee
134.3756967,61599,Tipton,Tennessee
228.28363229,76978,Anderson,Tennessee
72.526396216,37159,Dyer,Tennessee
37.14861942,18523,Fentress,Tennessee
81.51538059,49133,Gibson,Tennessee
678.14667411,367804,Hamilton,Tennessee
37.51442128,25050,Hardeman,Tennessee
235.82484295,54068,Loudon,Tennessee
38.729386759,16832,Polk,Tennessee
536.57837086,332285,Rutherford,Tennessee
64.133993695,20157,Smith,Tennessee
72.595115378,27345,White,Tennessee
253.30079531,144657,Wilson,Tennessee
383.02309985,158348,Sullivan,Tennessee
96.112207583,17883,Unicoi,Tennessee
95.399882595,41277,Warren,Tennessee
396.25984285,129375,Washington,Tennessee
57.427096917,33328,Weakley,Tennessee
40.98337614,16160,Benton,Tennessee
37.06433432,15064,Bledsoe,Tennessee
82.971393082,39842,Campbell,Tennessee
55.25619499,14678,Cannon,Tennessee
40.944879201,8201,Houston,Tennessee
157.20258709,96387,Maury,Tennessee
48.5816704,51353,Polk,Texas
9.0177027379,6948,Refugio,Texas
67.163501378,56590,Van Zandt,Texas
80.082153069,43664,Caldwell,Texas
13.151093865,12769,Wilbarger,Texas
6.3074083925,5771,Martin,Texas
3.2748695632,3849,Reagan,Texas
10.89513022,8713,Yoakum,Texas
33.250384565,33406,Hale,Texas
31.767655706,25274,Shelby,Texas
11.517649526,12023,Red River,Texas
9.7652845149,10264,Runnels,Texas
50.697163261,28859,San Jacinto,Texas
2.5970895709,3776,Sutton,Texas
78.317929694,119200,Tom Green,Texas
71.619969175,41753,Upshur,Texas
104.39103856,92084,Victoria,Texas
107.63803501,55246,Waller,Texas
38.259883776,41556,Wharton,Texas
210.69366196,132230,Wichita,Texas
63.540878886,51070,Wilson,Texas
0.7287372551,654,Borden,Texas
25.342588379,23021,Hockley,Texas
25.871391119,9854,Marion,Texas
45.895486045,58722,Maverick,Texas
196.40196428,176832,Midland,Texas
146.01970466,136212,Grayson,Texas
11.740946169,12207,Live Oak,Texas
23.333797622,21795,Llano,Texas
30.643040382,29189,Palo Pinto,Texas
39.865984721,35514,Fannin,Texas
20.870985987,15601,Karnes,Texas
22.17879403,20160,DeWitt,Texas
391.05281168,229211,Brazos,Texas
15.503036229,13943,Callahan,Texas
32.045993415,30026,Cass,Texas
14.305452668,21492,Gaines,Texas
453.37909142,123945,Gregg,Texas
23.635651549,21886,Gray,Texas
30.648067902,14284,Madison,Texas
346.7721136,310569,Lubbock,Texas
9.8085490643,8935,Jack,Texas
174.40218792,136154,Kaufman,Texas
71.598945495,47431,Kendall,Texas
19.008512137,18685,Bosque,Texas
5.7572372388,5712,Floyd,Texas
1615.3697451,2003554,Bexar,Texas
8.4646169484,7000,Bailey,Texas
73.410033896,43837,Chambers,Texas
4.0450468041,3509,Baylor,Texas
345.18530708,362924,Bell,Texas
474.58866969,423163,Cameron,Texas
1008.6743153,887207,Denton,Texas
12.390252256,18546,Deaf Smith,Texas
902.97670615,342139,Galveston,Texas
828.26593589,839238,El Paso,Texas
5.0581686572,7520,La Salle,Texas
0.9241846788,854,Roberts,Texas
0.3290983741,776,Terrell,Texas
23.444653034,21672,Tyler,Texas
17.230907221,26741,Uvalde,Texas
5.5285053719,5056,Wheeler,Texas
105.36134777,93245,Bowie,Texas
9.4687283505,8553,Archer,Texas
1.4882525732,9203,Brewster,Texas
0.8443148759,762,Kent,Texas
553.02896385,868707,Hidalgo,Texas
252.58577796,232751,Smith,Texas
48.95219302,9128,Somervell,Texas
1.2339153571,3464,Crockett,Texas
64.678613345,57602,Hardin,Texas
6.2648575269,5658,Haskell,Texas
40.701983212,36664,Howard,Texas
16.217581225,17404,Leon,Texas
6.5128365613,4873,Mills,Texas
21.288944603,19818,Montague,Texas
14.560708064,13595,Newton,Texas
28.586730602,23194,Panola,Texas
6.0621844896,15976,Reeves,Texas
21.439459374,10542,Sabine,Texas
3.2746038482,3022,Sherman,Texas
8.3097457203,7397,Swisher,Texas
117.31580879,98594,Hunt,Texas
66.858100108,13094,Camp,Texas
5.8696910124,5399,Hansford,Texas
234.58186897,166847,Guadalupe,Texas
9.6173804321,10471,Clay,Texas
3.814081359,5576,Hartley,Texas
38.22157088,36649,Hill,Texas
25.884934893,23437,Limestone,Texas
68.885415109,65204,Nacogdoches,Texas
10.90461678,9605,Parmer,Texas
158.09984849,142878,Parker,Texas
1.7389263549,6704,Presidio,Texas
15.589476621,49025,Val Verde,Texas
0.5694939354,2171,Culberson,Texas
185.14231879,166223,Ector,Texas
6.9721337513,6229,Garza,Texas
1.5651770012,1409,Glasscock,Texas
36.674567913,28880,Grimes,Texas
1283.9265476,1273954,Travis,Texas
1229.7687086,1034730,Collin,Texas
108.69412151,86715,Angelina,Texas
3.1793022339,2920,Collingsworth,Texas
1.5523613289,1398,Cottle,Texas
339.50235229,230191,Hays,Texas
39.419199755,42698,Erath,Texas
